Unique donor ID,Donor type,Amount,Donation Date,Donation source,Payment Method,Donor First Gift Date,Web Donation,Recurring Donation,Campaign week,Donor location
0011n00002Bo4OBAAZ,Individuals,57.6,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002BnhtYAAR,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 10,England
0011n00002L74evAAB,Individuals,25.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 11,England
0011n00002L74evAAB,Individuals,25.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 7,England
0011n00002L74evAAB,Individuals,25.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,England
0011n00002BnnBQAAZ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,England
0011n00002BnnAyAAJ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 4,Scotland
0011n00002BnnBkAAJ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnnCEAAZ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,England
0011n00002BnnDvAAJ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,England
0011n00002BnnDsAAJ,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Scotland
0011n00002BnnDfAAJ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 9,Scotland
0011n00002BnnE4AAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 7,England
0011n00002BnnF1AAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnnEzAAJ,Individuals,500.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,England
0011n00002BnnFSAAZ,Individuals,130.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 10,Scotland
0011n00002BnnFTAAZ,Individuals,15.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002BnnFSAAZ,Individuals,165.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnnFSAAZ,Individuals,230.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BnnFLAAZ,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bng7JAAR,Individuals,200.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002Bng6gAAB,Individuals,42.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,England
0011n00002Bng6xAAB,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,England
0011n00002Bnmq0AAB,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002Bnn6qAAB,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,England
0011n00002Bng81AAB,Individuals,28.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002Bng7OAAR,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002Bng7jAAB,Individuals,500.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 9,England
0011n00002Bng7jAAB,Individuals,500.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bng7jAAB,Individuals,500.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 5,England
0011n00002Bng7jAAB,Individuals,500.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 5,England
0011n00002Bng7jAAB,Individuals,500.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 12,England
0011n00002BngKVAAZ,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BngKpAAJ,Individuals,40.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 9,England
0011n00002BngKhAAJ,Individuals,25.0,Microsoft.OleDb.Date,Offline donation,Cheques,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BngKZAAZ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cash,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BngKZAAZ,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cash,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BngLDAAZ,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BngNiAAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,England
0011n00002BngLLAAZ,Individuals,56.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 4,England
0011n00002BngNVAAZ,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 4,England
0011n00002BngNQAAZ,Individuals,25.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 9,Scotland
0011n00002BngNLAAZ,Individuals,4.0,Microsoft.OleDb.Date,Double the Love fundraising ,Direct Debit,Microsoft.OleDb.Date,0,yes,Week 9,England
0011n00002BngNLAAZ,Individuals,4.0,Microsoft.OleDb.Date,Double the Love fundraising ,Direct Debit,Microsoft.OleDb.Date,0,yes,Week 5,England
0011n00002BngNMAAZ,Individuals,300.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 7,Scotland
0011n00002Bnj5WAAR,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BngMAAAZ,Individuals,1000.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,England
0011n00002BngM2AAJ,Individuals,28.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 4,England
0011n00002BngNTAAZ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 7,England
0011n00002BngRDAAZ,Individuals,25.0,Microsoft.OleDb.Date,Double the Love fundraising ,Direct Debit,Microsoft.OleDb.Date,0,yes,Week 11,Scotland
0011n00002BngOLAAZ,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BngOMAAZ,Individuals,44.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 8,England
0011n00002BngP1AAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 7,England
0011n00002BngP8AAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 4,Scotland
0011n00002BngP5AAJ,Individuals,10.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Wales
0011n00002BngP5AAJ,Individuals,25.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Wales
0011n00002BngOyAAJ,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Scotland
0011n00002BngQAAAZ,Individuals,40.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,England
0011n00002BngQ8AAJ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Direct Debit,Microsoft.OleDb.Date,0,yes,Week 5,Scotland
0011n00002BngQ8AAJ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Direct Debit,Microsoft.OleDb.Date,0,yes,Week 9,Scotland
0011n00002Bo2d5AAB,Individuals,1000.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002BngObAAJ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 8,England
0011n00002BngOmAAJ,Individuals,15.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BngOQAAZ,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 7,Scotland
0011n00002BngOhAAJ,Individuals,500.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 12,England
0011n00002BngRjAAJ,Individuals,50.0,Microsoft.OleDb.Date,Offline donation,Cheques,Microsoft.OleDb.Date,0,,Week 9,England
0011n00002BngLFAAZ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,Northern Ireland
0011n00002BnleMAAR,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002BnhtlAAB,Individuals,40.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002Bnhu8AAB,Individuals,200.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002BnhuJAAR,Individuals,15.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 9,England
0011n00002BngReAAJ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002BngOCAAZ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 11,Scotland
0011n00002Bnf0PAAR,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 7,England
0011n00002Bnhv7AAB,Individuals,100.0,Microsoft.OleDb.Date,Offline donation,Cheques,Microsoft.OleDb.Date,0,,Week 10,Wales
0011n00002Bnhv7AAB,Individuals,50.0,Microsoft.OleDb.Date,Offline donation,Cheques,Microsoft.OleDb.Date,0,,Week 12,Wales
0011n00002BnWW6AAN,Groups & Associations,250.0,Microsoft.OleDb.Date,Double the Love fundraising ,Business Cheque,Microsoft.OleDb.Date,0,,Week 7,England
0011n00002Bnhv7AAB,Individuals,100.0,Microsoft.OleDb.Date,Offline donation,Cheques,Microsoft.OleDb.Date,0,,Week 4,Wales
0011n00002BnhurAAB,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 7,Scotland
0011n00002BnhuBAAR,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 8,England
0011n00002BnhvwAAB,Individuals,69.5,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BndVYAAZ,Individuals,100.0,Microsoft.OleDb.Date,Offline donation,Cheques,Microsoft.OleDb.Date,0,,Week 4,Scotland
0011n00002BnhwKAAR,Individuals,1000.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002BnhxyAAB,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnhxtAAB,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 8,England
0011n00002Bo1nTAAR,Faith Groups,100.0,Microsoft.OleDb.Date,Volunteer talk,Cheques,Microsoft.OleDb.Date,0,,Week 3,England
0011n00002Bo1orAAB,Faith Groups,274.45,Microsoft.OleDb.Date,Volunteer talk,Cash,Microsoft.OleDb.Date,0,,Week 3,England
0011n00002BnhyfAAB,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnhysAAB,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BndGMAAZ,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnhywAAB,Individuals,25.0,Microsoft.OleDb.Date,Double the Love fundraising ,Cheques,Microsoft.OleDb.Date,0,,Week 12,Scotland
0011n00002BnhyUAAR,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BngdCAAR,Individuals,6.95,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 4,England
0011n00002BnhykAAB,Individuals,125.1,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 1,England
0011n00002BnhyyAAB,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnhymAAB,Individuals,50.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnhylAAB,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 7,Scotland
0011n00002BnhylAAB,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 6,Scotland
0011n00002BnpHoAAJ,Individuals,15.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,England
0011n00002BnpHnAAJ,Individuals,70.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Northern Ireland
0011n00002BnpHXAAZ,Individuals,55.6,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnpHkAAJ,Individuals,27.8,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnpHZAAZ,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,England
0011n00002BnpHgAAJ,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 7,Scotland
0011n00002BnpIQAAZ,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnfXUAAZ,Individuals,15.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnpIiAAJ,Individuals,334.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,England
0011n00002BnpYwAAJ,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 8,England
0011n00002BnpIcAAJ,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Scotland
0011n00002BnpJNAAZ,Individuals,27.8,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BninhAAB,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 12,Scotland
0011n00002BnpZ9AAJ,Individuals,9.93,Microsoft.OleDb.Date,Fundraising Projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnpJCAAZ,Individuals,100.0,Microsoft.OleDb.Date,Offline donation,Cheques,Microsoft.OleDb.Date,0,,Week 4,England
0011n00002BnhzLAAR,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnpZ8AAJ,Individuals,47.34,Microsoft.OleDb.Date,Fundraising Projects,Bank Transfer,Microsoft.OleDb.Date,0,,Week 13,Scotland
0011n00002BnpIKAAZ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 10,Northern Ireland
0011n00002BnpZBAAZ,Individuals,25.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Scotland
0011n00002BnpYjAAJ,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnpYiAAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnpYPAAZ,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnefnAAB,Individuals,111.2,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 8,England
0011n00002BnpYrAAJ,Individuals,55.6,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BnpZCAAZ,Individuals,15.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 11,Scotland
0011n00002BnpZ7AAJ,Individuals,75.0,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnpZnAAJ,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 1,Northern Ireland
0011n00002BnpZtAAJ,Individuals,200.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 12,Scotland
0011n00002Bnm0iAAB,Individuals,27.8,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnhybAAB,Individuals,100.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 2,Scotland
0011n00002BnpetAAB,Individuals,35.99,Microsoft.OleDb.Date,Appeal letter,Bank Transfer,Microsoft.OleDb.Date,0,,Week 7,Scotland
0011n00002BnmEmAAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love fundraising ,Direct Debit,Microsoft.OleDb.Date,0,yes,Week 6,Scotland
0011n00002BnmEmAAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love fundraising ,Direct Debit,Microsoft.OleDb.Date,0,yes,Week 11,Scotland
0011n00002Bnm2fAAB,Individuals,500000.0,Microsoft.OleDb.Date,Double the Love fundraising ,Bank Transfer,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnpetAAB,Individuals,25.0,Microsoft.OleDb.Date,Volunteer talk,Bank Transfer,Microsoft.OleDb.Date,0,,Week 10,Scotland
0011n00002BnqbVAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnlzbAAB,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,England
0011n00002BnmJRAAZ,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002Bnp7eAAB,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnmEmAAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnfRYAAZ,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Northern Ireland
0011n00002BnfRYAAZ,Individuals,27.8,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Northern Ireland
0011n00002Bnea5AAB,Individuals,13.9,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 3,Scotland
0011n00002BnmJBAAZ,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 4,Scotland
0011n00002Bnm0DAAR,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 4,Scotland
0011n00002Bo5heAAB,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnfRYAAZ,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 4,Northern Ireland
0011n00002BnlziAAB,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 4,Scotland
0011n00002BnqbzAAB,Individuals,45.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 4,Scotland
0011n00002BnlQAAAZ,Individuals,200.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002BnmL6AAJ,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 5,Scotland
0011n00002BnpZwAAJ,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002BnqbxAAB,Individuals,100.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 1,England
0011n00002BnyVrAAJ,Individuals,500.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 3,England
0011n00002BnlzfAAB,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 2,Scotland
0011n00002BnlzQAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002Bnm0VAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 5,Northern Ireland
0011n00002BnqbxAAB,Individuals,100.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 13,England
0011n00002BnmJBAAZ,Individuals,500.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 12,Scotland
0011n00002BnlziAAB,Individuals,10.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnmJBAAZ,Individuals,100.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 7,Scotland
0011n00002Bncj3AAB,Individuals,70.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,England
0011n00002Bncj3AAB,Individuals,30.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,England
0011n00002Bncj3AAB,Individuals,400.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 5,England
0011n00002Bncj3AAB,Individuals,125.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 12,England
0011n00002BnhuiAAB,Individuals,20.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 8,Scotland
0011n00002BnpZjAAJ,Individuals,60.0,Microsoft.OleDb.Date,Media Appeal,Cheques,Microsoft.OleDb.Date,0,,Week 8,Northern Ireland
0011n00002BnpZUAAZ,Individuals,50.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 9,England
0011n00002BnpaLAAR,Individuals,25.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 1,Scotland
0011n00002BnhxTAAR,Individuals,200.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 4,Scotland
0011n00002BnhvFAAR,Individuals,500.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 6,England
0011n00002BnpaLAAR,Individuals,25.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 9,Scotland
0011n00002BnpaFAAR,Individuals,29.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002BnpaEAAR,Individuals,30.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 13,England
0011n00002BnpbPAAR,Individuals,13.9,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,Scotland
0011n00002BnpbQAAR,Individuals,35.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 11,England
0011n00002BnpaqAAB,Individuals,50.0,Microsoft.OleDb.Date,Double the Love fundraising ,Credit cards,Microsoft.OleDb.Date,0,,Week 2,England
0011n00002BnpbRAAR,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 1,England
0011n00002Bny8mAAB,Individuals,50.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 5,Scotland
0011n00002BnpbSAAR,Individuals,10.0,Microsoft.OleDb.Date,Appeal letter,Cheques,Microsoft.OleDb.Date,0,,Week 4,Scotland
0011n00002BnpbFAAR,Individuals,69.5,Microsoft.OleDb.Date,Gift cards,Shopify,Microsoft.OleDb.Date,0,,Week 1,England
0011n00002BnkoIAAR,Individuals,15.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 3,Scotland
0011n00002BnpbqAAB,Individuals,20.0,Microsoft.OleDb.Date,Double the Love web page,Credit cards,Microsoft.OleDb.Date,1,,Week 13,Scotland
